firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,current_employee,years_in_company
PwC,2021-01-07, Associate Director,"Current Employee, more than 8 years",Johannesburg,4,3.0,5.0,5.0,4.0,3.0,5.0,1,2,1,Leading company to work with,"Work with brilliant people, access to global network and cutting edge tools",Work life balance can be a challenge,1,8
PwC,2021-01-07, Audit Senior,"Current Employee, more than 3 years",Kuala Lumpur,5,1.0,5.0,4.0,4.0,3.0,4.0,1,2,1,"Great place to start, plenty to learn",Great culture of helping out the fellow man,"Pay's a little lower than competitors
Working hours are a nightmare",1,3
PwC,2021-01-07, Secretary,"Current Employee, more than 5 years","São Paulo, São Paulo, São Paulo",5,4.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Great company to work for,Not Very interesting how they treat people as people,Very good benefits for all employees,1,5
PwC,2021-01-07, Senior Accountant,"Current Employee, more than 3 years","Houston, TX",5,3.0,5.0,5.0,5.0,4.0,4.0,1,1,1,Brand recognition,Its a great start no matter where you want to go. Gets your foot in the door for other opportunities down the road.,Busy season hours and taking on many various roles,1,3
PwC,2021-01-07, Senior Associate,"Former Employee, more than 3 years","London, England, England",4,2.0,4.0,4.0,4.0,3.0,4.0,1,1,1,a good place to work,"Great people, huge multinational, reputation, opportunities",Work-life balance is not a priority,0,3
PwC,2021-01-07, Senior Associate,"Former Employee, more than 3 years",Hong Kong,4,2.0,3.0,4.0,4.0,3.0,3.0,1,1,1,Good starting point for grad,"Clear career path, good colleagues","Long working hours, no work life balance",0,3
PwC,2021-01-07, Senior Consultant,"Former Employee, more than 8 years",Prague,3,3.0,5.0,5.0,3.0,3.0,4.0,1,1,1,Great place to work,"Environment 
Great team spirit
Opportunities that make you move forward","Unclear promotion plan 
Necessity to care about yourself",0,8
PwC,2021-01-07, Senior Manager,"Former Employee, more than 3 years","Zürich, Zürich",3,3.0,3.0,3.0,3.0,4.0,2.0,1,2,2,Experience collected as Senior Manager,"Professional environment with lots of resources, talented people, excellent brand, global network","High turn-over of staff, slower in driving true innovation",0,3
PwC,2021-01-08, Analyst,"Former Employee, more than 1 year","Gurgaon, Haryana, Haryana",3,3.0,2.0,3.0,4.0,4.0,3.0,1,2,1,Political management,"Big4 , Great culture, Professionalism, Good trainings","Management has a lot of politics, ""Yes sir's"" are going to be successful",0,1
PwC,2021-01-08, Associate,"Current Employee, more than 1 year",Bangalore,5,4.0,5.0,5.0,5.0,5.0,5.0,1,1,1,"Great place to work, Nice work culture","1. Flexibility
2. Decent yearly hike
3. Good yearly bonus
4. Opportunity to upgrade your skills.
5. They care about their employee like a family.",I don't see any cons as of now. I know its not justified but nothing is coming in my mind as a cons.,1,1
PwC,2021-01-08, Associate Director,"Current Employee, more than 8 years","Gurgaon, Haryana, Haryana",5,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Good,Great work culture. Lot to learn,Nothing as such to recommend,1,8
PwC,2021-01-08, Audit Senior Associate,"Current Employee, more than 3 years",Kuala Lumpur,4,1.0,4.0,4.0,5.0,3.0,4.0,1,2,1,"Good Exposure, Bad Pay",Good exposure and working experience in big 4 firm as you will be dealing with huge clients.,The salary is not high considering the amount of work you'll be caught up with. Work life balance is a dream.,1,3
PwC,2021-01-08, Senior Associate,"Current Employee, more than 1 year",Rome,2,1.0,2.0,3.0,3.0,2.0,2.0,3,2,2,Not so many raccomanded,"Good job, good people, good location","Low salary, big stress, many working hours out of your regular ""work office hours""",1,1
PwC,2021-01-09, Associate,"Former Employee, more than 1 year","Glasgow, Scotland, Scotland",1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,Terrible,"Good healthcare, but terrible at everything else","Avoid at all costs, this is not a drill. This is a terrible company giving terrible pay, with many coworkers being constantly stressed, with no overtime compensation.

AVOID AVOID AVOID. 

Note that the only reason this is a top graduate scheme is due to enough money to advertise.",0,1
PwC,2021-01-09, Associate,"Former Employee, more than 3 years","Gurgaon, Haryana, Haryana",3,2.0,1.0,3.0,3.0,1.0,2.0,1,1,1,MS dynamics team - everything depends on the team you are part of,Client exposure. Great brand value. Looks good on resume,"Minimal hike, even less than inflation. Skewed hierarchy. My team had more managers than the bottom two positions combined. Worst people you can ever work with.",0,3
PwC,2021-01-09, Associate Consultant,"Former Employee, more than 1 year",Hong Kong,4,3.0,2.0,5.0,3.0,3.0,3.0,1,1,1,Ok,Short working hour and nice culture,Low salary and bad benefitd,0,1
PwC,2021-01-09, Assurance Associate,"Current Employee, more than 3 years",Madrid,3,3.0,3.0,3.0,3.0,3.0,3.0,3,2,3,Work at pwc assurance,There are a lot opportunities for growt,Lot of hours and weekends also,1,3
PwC,2021-01-09, Audit Associate,"Current Employee, more than 1 year",Singapore,5,2.0,5.0,5.0,5.0,2.0,4.0,1,1,1,"Great culture, young environment","Monthly events before Covid, better working culture than the other Big 4s",Used Covid as an excuse to delay pay increment despite record revenue growth,1,1
PwC,2021-01-09, External Auditor,"Current Employee, more than 1 year","London, England, England",4,1.0,4.0,5.0,4.0,3.0,2.0,3,1,1,Long hours,"Good people, nice offices, good development","Long hours, very different coaching styles amongst seniors.",1,1
PwC,2021-01-09, Graduate Assurance Associate,"Current Employee, less than 1 year","Birmingham, England, England",4,4.0,4.0,4.0,3.0,3.0,4.0,1,1,1,Supportive people,Collaborative and supportive working environment,Only get involved basic audit work instead of understanding the whole picture of a business,1,1
PwC,2021-01-09, Management Consulting Associate,"Current Employee, less than 1 year","Chicago, IL",4,3.0,5.0,5.0,4.0,3.0,4.0,1,1,1,Great firm with complicated work,"deals platform in continuously expanding, never seem to run out of work","long hours on DD projects, but that is the nature of the job.",1,1
PwC,2021-01-09, Management Trainee,"Current Employee, more than 1 year",Johannesburg,2,1.0,1.0,1.0,2.0,1.0,1.0,3,3,3,Not the best,"Nice office encouraging new ways of work, modern working environment","No growth it depends who you know, horrible culture",1,1
PwC,2021-01-09, Management Trainee,"Current Employee, more than 1 year",Coatzacoalcos,2,1.0,1.0,1.0,2.0,1.0,1.0,3,3,3,Not the best,"Nice office encouraging new ways of work, modern working environment","No growth it depends who you know, horrible culture",1,1
PwC,2021-01-09, Manager ,"Current Employee, more than 3 years","Dublin, Dublin",4,2.0,4.0,5.0,4.0,3.0,4.0,1,1,1,PwC is a good place to start your consulting career,"- Great training, good culture, clear opportunities to improve","- Pay is a bit below competitors and boutiques (other Big 4), culture can vary based on practice, work/life balance is poor",1,3
PwC,2021-01-09, Senior Analyst,"Former Employee, more than 1 year",Hyderābād,5,5.0,5.0,5.0,5.0,3.0,5.0,1,1,1,Great working environment. Team are very supportive.,All team members are supportive,Didn't find any cons working there.,0,1
PwC,2021-01-09, Senior Associate Consultant,"Current Employee, more than 1 year","Toronto, ON",4,3.0,4.0,5.0,5.0,4.0,5.0,1,1,1,Great Place to learn and grow,"Travel, people, leadership, pay, benefits, growth opportunities, exposure. Really too many benefits to list, put the work in and get the most out of it.","Long hours as expected, really nothing else",1,1
PwC,2021-01-09, Senior Associate II,"Current Employee, more than 3 years",Calcutta,5,4.0,5.0,5.0,5.0,3.0,5.0,1,1,1,Great place to work,"Amazing leaders , work culture and opportunities to grow",No downsides to mark in here,1,3
PwC,2021-01-09, Senior Manager,"Former Employee, more than 10 years",Dubai,3,1.0,2.0,3.0,3.0,3.0,2.0,3,1,1,Great shop front and marketing,"great brand, most client facing partners are true professionals, reputation","back office can be shambolic, inefficient, intense politics, poor management",0,10
PwC,2021-01-10, Anonymous Employee,"Former Employee, less than 1 year",Luxembourg,3,3.0,3.0,4.0,3.0,4.0,3.0,1,2,2,Good,"Good salary, good career opportunities",Not enough supervisory for staff,0,1
PwC,2021-01-10, Associate,"Current Employee, more than 1 year","New York, NY",4,2.0,3.0,5.0,5.0,5.0,3.0,1,2,1,"Tough Job, Rewarding Experience",High visibility projects where you'll be able to provide value at a high level. Great exposure for anyone trying to build their career.,"Demanding hours, and hard work. The good projects are amazing, the bad projects are not fun.",1,1
PwC,2021-01-10, Associate,"Current Employee, more than 1 year","Saint Louis, MO",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great,"coworkers are nice, and the culture is great",I do not have cons,1,1
PwC,2021-01-10, Client Account Executive,"Current Employee, less than 1 year","Cardiff, Wales, Wales",5,5.0,5.0,5.0,4.0,4.0,5.0,1,1,1,Fantastic place to work,"A business that cares for your wellbeing
Diversity and Inclusion high on the agenda","Salary 
Can be difficult to find out about progression",1,1
PwC,2021-01-10, Senior Consultant,"Current Employee, more than 3 years",Mumbai,4,4.0,5.0,5.0,4.0,4.0,4.0,1,1,1,Good for fast paced learning,Depends on the industry team caters to. Financial Services is quite fast paced.,"Progress depends a lot on how visible one is within the team. After a point, its about sales and revenue that you can bring to the firm.",1,3
PwC,2021-01-10, Technical Lead,"Former Employee, more than 1 year",Bangalore,4,4.0,5.0,5.0,4.0,5.0,4.0,1,1,1,Decent growth working at PWC,"Good staff, work culture, pay, learning","Shifts in Guidewire projects, does not suite working mothers",0,1
PwC,2021-01-11, Assistant Manager,"Current Employee, more than 1 year",New Delhi,5,4.0,4.0,4.0,5.0,3.0,4.0,1,2,1,Great place,Good opportunities to grow...supportive management,No cons to report a such,1,1
PwC,2021-01-11, Associate,"Current Employee, more than 1 year","San Francisco, CA",1,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,Modern Slavery,False sense of career progression,"Tone-deaf leadership that is that is willfully ignorant to the realities of its employees. Dehumanizing compensation considering the stress and workload that comes with this job. I'm truly mentally scarred from this experience. They prey on new, insecure college graduates who don't know any better, and pay them below market rate for life-shortening, mundane tasks that trained monkeys can perform. No one really has time to coach you since the managers themselves are drowning from work. The tasks are not particularly hard, but it's the volume, people who don't know how to manage/communicate, lack of REAL support that is causing so much suffering.",1,1
PwC,2021-01-11, Associate,"Current Employee, more than 1 year",Rome,3,1.0,3.0,5.0,2.0,2.0,3.0,1,2,1,Good opportunities for junior professionals,"- Bright people
- Interesting clients","- Long hours
- Power dynamics in the workplace
- Stifled growth",1,1
PwC,2021-01-11, Associate,"Current Employee, more than 1 year",Rome,3,1.0,3.0,5.0,2.0,2.0,3.0,1,2,1,Good opportunities for junior professionals,"- Bright people
- Interesting clients","- Long hours
- Power dynamics in the workplace
- Stifled growth",1,1
PwC,2021-01-11, Associate,"Current Employee, more than 3 years","New York, NY",3,1.0,3.0,4.0,4.0,3.0,3.0,3,1,2,Terrible work culture but good opportunities,Enjoyed meeting some smart people and working across very different project,Long hours and expectations of going above and beyond regular client work,1,3
PwC,2021-01-11, Associate,"Former Employee, less than 1 year",Sydney,3,3.0,4.0,5.0,4.0,2.0,3.0,1,1,1,Great starting experience,great training and starting experience,work overtime frequently and not compensated,0,1
PwC,2021-01-11, Assurance Associate,"Current Employee, more than 1 year","Los Angeles, CA",4,1.0,5.0,5.0,5.0,1.0,1.0,1,1,1,Great place- boring work,"People are great, working together is the best.",Money. Time Commitment. High level management (partners).,1,1
PwC,2021-01-11, Assurance Associate,"Current Employee, more than 1 year","Dallas, TX",4,2.0,5.0,5.0,5.0,3.0,5.0,1,1,1,The people are the best part,"Smart, driven, talented coworkers
Invest in your learning
Growth potential
Project based (you're not doing the same thing everyday)","Long hours
Covid earnings low
Bad work life balance unless you speak up about it",1,1
PwC,2021-01-11, Audit Associate,"Current Employee, less than 1 year",Singapore,3,1.0,3.0,3.0,4.0,3.0,3.0,3,2,2,"Okay work environment, depending on audit team",Having supportive seniors on the job,Some managers can be rather demanding,1,1
PwC,2021-01-11, Audit Senior Associate,"Former Employee, more than 3 years",Kuala Lumpur,2,1.0,1.0,2.0,2.0,1.0,1.0,1,3,1,Tough Working Environment,"Good working methodology
Wide Client Base with good exposure to various industries and client size","Horrible bosses
Poor increment and bonus",0,3
PwC,2021-01-11, Audit Senior Associate,"Former Employee, more than 3 years",Kuala Lumpur,2,1.0,1.0,2.0,2.0,1.0,1.0,1,3,1,Tough Working Environment,"Good working methodology
Wide Client Base with good exposure to various industries and client size","Horrible bosses
Poor increment and bonus",0,3
PwC,2021-01-11, Management Consulting Senior Manager,"Former Employee, more than 5 years","London, England, England",5,2.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Great company,You get to do interesting work with very intelligent people who invest time in developing you and be part of a team which has a strong sense of comraderie.,"Long hours, a lot of travel. Life orientates around work.",0,5
PwC,2021-01-11, Partner,"Former Employee, more than 5 years","Toronto, ON",5,4.0,4.0,4.0,5.0,4.0,4.0,1,1,1,First-class organization,"Career growth, innovation, expansion of skills","Complex organization, large organization, matrix organization",0,5
PwC,2021-01-11, Project Manager,"Former Employee, more than 3 years","Bristol, England, England",4,3.0,3.0,3.0,5.0,5.0,3.0,1,1,1,Great place to work,Exposure to clients and the ability to work w great colleagues,Consultancy lifestyle is not for everyone,0,3
PwC,2021-01-11, PwC Director,"Current Employee, more than 1 year","San Francisco, CA",4,3.0,3.0,5.0,4.0,5.0,5.0,1,1,1,Good firm to work for,Excellent leadership at the highest level,The firm expects you to grow within the company. Harder to adjust when you come in at a higher level,1,1
PwC,2021-01-11, Senior Associate,"Current Employee, more than 5 years",Accra,1,1.0,4.0,2.0,3.0,1.0,3.0,3,3,3,Career starter,It is a great place for networking,The working environment is hostile.,1,5
PwC,2021-01-11, Senior Associate,"Current Employee, more than 5 years",Calcutta,5,4.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Best place to work at,"Work culture, people-centric, learning opportunities, supportive",None none none none none,1,5
PwC,2021-01-11, Senior Associate,"Former Employee, more than 1 year","San Francisco, CA",4,2.0,3.0,4.0,4.0,4.0,3.0,1,1,1,"Great place to be if you enjoy a structured, competitive environment","Solid organizational infrastructure, room to grow and build a career, smart and hard-working colleagues.","Big 4 culture is pretty stereotypical and well-known. You will work a lot. The hours will be long. Everyone else around you will be working a lot, and this never changes as you move up the ladder, so you have to be prepared to make the job the primary focus of your life. They're actively trying to promote work-life balance, and doing a decent job, but the culture is so ingrained at this point that it will never be a relaxed 9-5 type of environment.",0,1
PwC,2021-01-11, Senior Associate,"Current Employee, more than 3 years","Charlotte, NC",4,1.0,4.0,3.0,4.0,3.0,4.0,1,1,1,No work life balance,Interesting projects with great visibility to the c-suite,Hours can be rough. Working form home due to COVID has given my family more insight to the hours that I work - they dissaprove.,1,3
PwC,2021-01-11, Senior Associate,"Current Employee, more than 3 years","Los Angeles, CA",3,1.0,2.0,4.0,3.0,1.0,4.0,3,2,2,Senior,The people you work with and meet are a strong pro.,"Hours, Pay, and the work that we perform",1,3
PwC,2021-01-11, Senior Assurance Associate,"Current Employee, more than 3 years","Salt Lake City, UT",4,2.0,5.0,5.0,4.0,1.0,4.0,1,2,1,Work with excellent people,You work with excellent individuals,"Pay is lacking, and I feel like they don't really want to help me get where I want to go.",1,3
PwC,2021-01-11, Senior Auditor,"Current Employee, more than 3 years",Philippine,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,sss,"work environment friendly, good benefits","low salary, work and life balance",1,3
PwC,2021-01-11, Senior Director,"Former Employee, more than 10 years","London, England, England",2,1.0,3.0,4.0,3.0,3.0,3.0,3,2,2,Typical Big Company,Big projects; always on shortlist for new business;,Politics; the opposite of agile; the best do not do as well as those who toe the safe corporate line,0,10
PwC,2021-01-11, Senior Managing Director,"Current Employee, more than 5 years","Portland, OR",4,4.0,5.0,3.0,4.0,5.0,4.0,1,1,1,PwC is a great place to work overall,Focus on people is high (people's time is their primary product). Super strong business consulting and transformation capabilities.,"Constantly struggling to keep up with current tech trends. High focus on individual contributions (called ""impact"") and metrics leads to a me-first culture where influence and position trumps knowledge and experience.",1,5
PwC,2021-01-11, Specialist,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",3,1.0,4.0,4.0,2.0,1.0,2.0,3,1,2,Good enough,Good for stagnated growth seekers,Less growth for any newbies,1,1
PwC,2021-01-11, Tax Associate,"Current Employee, less than 1 year","New York, NY",4,1.0,4.0,3.0,5.0,3.0,4.0,1,1,1,Work hours,Great overall experience and everyone is very professional.,"The hours are crazy during busy season, I think PwC makes you work more than other big 4.",1,1
PwC,2021-01-11, Tax Associate,"Current Employee, more than 1 year","New York, NY",5,3.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great Values,Very open and inclusive culture,Long hours.. but you'll find this at most public accounting firms,1,1
PwC,2021-01-11, Tax Senior Associate,"Current Employee, more than 1 year","New York, NY",3,1.0,3.0,3.0,5.0,3.0,2.0,1,1,1,Great for Public Accounting Starter,"Perks, good salary, flex days, HR supported, benefits","Crazy Busy season hours, lack of worklife balance,",1,1
PwC,2021-01-11, Trainee Associate,"Current Employee, more than 1 year","London, England, England",5,5.0,5.0,5.0,4.0,5.0,4.0,1,1,1,Great,"Good work balance. 
Great people.",Big firm so hard to be personable with your colleagues.,1,1
PwC,2021-01-12, Associate,"Current Employee, less than 1 year",Singapore,5,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,Review,great work culture fill fill,none that i can think off,1,1
PwC,2021-01-12, Associate,"Former Employee, more than 1 year",Singapore,3,1.0,3.0,4.0,4.0,3.0,3.0,3,2,2,Poor Working Life Balance,Good reputation and a lot to learn,Long working hours during audit peak season. Normal to stay up till 2-3 am and work over weekends.,0,1
PwC,2021-01-12, Associate,"Current Employee, more than 1 year","Los Angeles, CA",4,3.0,5.0,4.0,4.0,3.0,4.0,1,1,1,Good company & benefits; Low pay and terrible hours,"People are great! Good benefits (Health, flexible WFH)",LONG hours and low-end pay,1,1
PwC,2021-01-12, Associate,"Former Employee, more than 1 year","Leeds, England, England",3,3.0,3.0,5.0,5.0,4.0,3.0,1,2,1,Soul draining but looks good on a CV,"Looks great on a CV
Exposure to big clients
Some really great people to work with","For junior staff the work is often boring

Upper management give a lot of lip service to how much they value their people but didn't hesitate to work people to the bone over the pandemic and to cut the bonuses of junior staff to maintain those of managers/senior managers

Lack of internal mobility for junior staff",0,1
PwC,2021-01-12, Associate,"Current Employee, more than 1 year",Hong Kong,4,2.0,4.0,4.0,4.0,4.0,4.0,1,2,1,Associate,it has a stable career path,long working hours is a bit long,1,1
PwC,2021-01-12, Associate,"Current Employee, more than 1 year","Los Angeles, CA",5,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Great employer!,Fantastic colleagues who are all very intelligent and supportive,Occasional long working hours :(,1,1
PwC,2021-01-12, Assurance Associate,"Former Employee, more than 1 year","Philadelphia, PA",4,2.0,3.0,5.0,4.0,3.0,4.0,3,1,2,Be Prepared to have work become your life,Social aspect of the job is nice,"Crazy hours, no overtime pay",0,1
PwC,2021-01-12, Audit Associate,"Current Employee, more than 1 year",Taipei,3,1.0,4.0,4.0,4.0,2.0,4.0,3,1,2,learn a lot,"good experience
multitasking
networking
resistance
accounting
cpa resource
flexible worktime
internal course","low wage
long worktime
low benefit
not healthy
no life balance",1,1
PwC,2021-01-12, Audit Senior,"Current Employee, more than 3 years","London, England, England",3,3.0,3.0,3.0,3.0,3.0,3.0,1,2,2,great place to work,it was a great place to work,the hours were very long,1,3
PwC,2021-01-12, Audit Senior Associate,"Former Employee, more than 3 years",Taipei,3,1.0,2.0,3.0,2.0,1.0,2.0,3,2,2,4 year audit associate,"Structured, SOPs to follow, lots of clients","Crazy hours, low pay, unclear career path",0,3
PwC,2021-01-12, Consultant,"Former Employee, more than 1 year",Calcutta,5,3.0,5.0,5.0,5.0,4.0,5.0,1,1,1,good,"The learning opportunity is immense, good career growth","Excess pressure, No transport facility for women working late in office",0,1
PwC,2021-01-12, Consultant,"Former Employee, more than 1 year","Brussels, Brussels",3,3.0,4.0,5.0,2.0,3.0,4.0,3,1,1,"Good emplopyer, but rigid development path","Learn to manage people, teach you the consulting rythm, great network","Development plans are very rigid and not tailored to individuals. They use generic methods on everyone, regardless of their employees' skills/specificities. There's potential for better development plans.",0,1
PwC,2021-01-12, Engagement Manager,"Former Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Awesome,Awesome great fantastic good going,Nothing as what I can get,0,3
PwC,2021-01-12, Management Consultant,"Current Employee, more than 3 years","Leeds, England, England",5,3.0,4.0,5.0,4.0,4.0,4.0,1,1,1,Challenging but rewarding career if you want to excel,"Increased flexibility, challenging engagements, big clients","Long hours, slightly lower pay than other big 4",1,3
PwC,2021-01-12, Management Consultant,"Current Employee, more than 3 years","San Jose, CA",3,2.0,5.0,3.0,2.0,1.0,3.0,1,1,1,Great company but too much red tape,"A lot of opportunities to work on different types of projects, travel, network.",So big that your experience can be widely different to that of the same intake. Comp and Ben grading is flawed and not based on merit.,1,3
PwC,2021-01-12, Manager,"Current Employee, more than 8 years",Hong Kong,3,1.0,3.0,3.0,5.0,5.0,1.0,3,2,2,Good company if you willing to OT,"Many things to learn
Good salary package","Many works to do
OT during peak seasons",1,8
PwC,2021-01-12, Manager,"Former Employee, less than 1 year","Canada, KS",5,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,Great company,great company with lots of benefits,lots of work but a good place to work,0,1
PwC,2021-01-12, Manager,"Current Employee, more than 5 years","London, England, England",3,2.0,3.0,2.0,4.0,2.0,4.0,1,1,3,Offers a great start in your career,There are lots of opportunities and variety in subject matter. A great learning experiences. Working alongside bright individuals.,Long hours and difficult to have a work life balance.,1,5
PwC,2021-01-12, Manager,"Current Employee, more than 3 years","Zürich, Zürich",4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,-,Great guys to work with,none at the moment since joining,1,3
PwC,2021-01-12, Manager,"Current Employee, more than 5 years",Budapest,4,3.0,3.0,5.0,5.0,4.0,3.0,3,2,1,Manager,"Decent salary, flexible working hours (depending on team), challenging projects","High pressure and stress levels, responsibilities",1,5
PwC,2021-01-12, Senior Associate,"Current Employee, less than 1 year",Bangalore,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,Very good,Very good company for long term projects,Very good for short term projects,1,1
PwC,2021-01-12, Senior Associate,"Current Employee, more than 3 years","Columbia, SC",4,2.0,4.0,5.0,4.0,4.0,4.0,1,1,1,"Good place to work, long hours, above average compensation","Surrounded by intelligent colleagues, outside of work perks (real-time recognition, holiday vacation hours)","Long hours, little work life balance, constant change",1,3
PwC,2021-01-12, Senior Associate Consultant,"Current Employee, more than 3 years",Hong Kong,4,5.0,4.0,5.0,4.0,3.0,5.0,1,1,1,Great company with good resources,"Good resources, a lot of online training materials and learning opportunities",Low starting salary and low bonus,1,3
PwC,2021-01-12, Senior Consultant,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,3.0,5.0,3.0,5.0,4.0,5.0,1,1,1,Great place to learn,Good exposure and flat organization structure,Pay hikes and bonuses need to be improved,1,1
PwC,2021-01-12, Senior Manager,"Current Employee, more than 8 years","London, England, England",4,2.0,4.0,5.0,4.0,2.0,4.0,1,1,1,"Great people, but a big machine","People, systems and opportunities to lead are brilliant.",Expectations are very high and the resources are not always available to enable a smooth completion,1,8
PwC,2021-01-12, Tax Associate,"Former Employee, more than 1 year","Houston, TX",4,2.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Good Company Overall,"-People are great
-Training is world class
-Pay and benefit is standard",-Hours during busy season can be tough,0,1
PwC,2021-01-12, Tax Director,"Former Employee, more than 10 years","London, England, England",4,4.0,5.0,5.0,4.0,3.0,4.0,1,1,1,Great place to work,"People, Culture, work life balance and flexibility","Bureaucracy. fixed pay bands, lots of week performers",0,10
PwC,2021-01-12, Tax Specialist,"Former Employee, more than 1 year","Tampa, FL",5,2.0,5.0,5.0,5.0,4.0,5.0,1,1,1,Great place to work!,Diversity and structure were my favorite part to work there.,Long hours during busy but be aware that this is common.,0,1
PwC,2021-01-12, Technology Consultant,"Former Employee, more than 1 year",Bangalore,3,2.0,3.0,4.0,3.0,3.0,3.0,3,2,2,Challenging Work but resource constraint created chaotic work life balance,Challenging work provides opportunity to learn a lot at the same time improves your business acumen,Resource constraint put a lot of work an pressure which created lot of stress,0,1
PwC,2021-01-13, Associate,"Current Employee, more than 1 year","New York, NY",3,2.0,3.0,3.0,3.0,3.0,3.0,1,1,2,Great job out of school,Great place to start your career,Long hours and average pay,1,1
PwC,2021-01-13, Associate,"Current Employee, less than 1 year",Budapest,4,4.0,5.0,4.0,5.0,3.0,5.0,1,2,1,PwC Associate,"Good work life balance, remote working options, career advancement.",Salary compared to industry competitors.,1,1
PwC,2021-01-13, Associate Consultant,"Former Employee, more than 1 year",Tokyo,3,4.0,3.0,3.0,3.0,3.0,2.0,1,2,1,Very high turnover,"Interesting projects, lots of positive reinforcements from supervisors, good salary for fresh grads (compared to national companies)","Very high turnover rate, not necessarily provided with constructive feedback on a regular basis though you are expected to be proactive.",0,1
PwC,2021-01-13, Audit Senior Associate,"Current Employee, more than 1 year","Birmingham, England, England",4,3.0,4.0,4.0,4.0,3.0,4.0,1,1,2,Working at PwC,Good professional qualifications support and promotion route,Long hours and sometimes unorganised resourcing,1,1
PwC,2021-01-13, Auditor,"Current Employee, more than 3 years",Jakarta,4,2.0,4.0,4.0,4.0,3.0,4.0,1,2,2,good company,good company if you want to develop yourself,cons on its work life balance,1,3
PwC,2021-01-13, Intern,"Former Employee, less than 1 year",Milan,5,3.0,5.0,4.0,5.0,3.0,3.0,1,1,1,Good place to learn,"Steep learning curve, immediate exposure to clients, great environment",Long hours despite the low salaries,0,1
PwC,2021-01-13, PwC Manager ,"Current Employee, more than 5 years","London, England, England",4,2.0,4.0,4.0,5.0,3.0,3.0,1,2,1,Great exposure and progression,"The people, progression and exposure to client organisations","Long hours, bureaucracy, compensation and salary",1,5
PwC,2021-01-13, Risk Assurance Senior Associate,"Current Employee, more than 3 years","Baltimore, MD",4,3.0,4.0,4.0,4.0,3.0,4.0,1,1,2,Big 4,"Tons of experience, great people","Long hours, high stress, micromanaging.",1,3
PwC,2021-01-13, Senior Associate,"Former Employee, more than 1 year","Vancouver, BC",2,2.0,2.0,4.0,4.0,1.0,2.0,3,2,1,"Good Experience, Horrible Pay and Hours",Good exit opportunities to different industries,"Horrible pay, culture sucks, pay sucks",0,1
PwC,2021-01-13, Senior Associate Consultant,"Former Employee, more than 1 year","Manchester, England, England",2,1.0,2.0,2.0,2.0,4.0,1.0,3,3,3,Few good people there,Good benefits but not above PwC competitors.,"Everything else i.e. people, mentality, salary etc.",0,1
PwC,2021-01-13, Senior Consultant,"Current Employee, more than 3 years",Melbourne,3,2.0,5.0,5.0,4.0,3.0,4.0,1,1,1,"Good for progression, hours not great","Lots of training provided, really good workplace socially (kind of like uni again) with many social events, the limit to progression is your desire to work hard or not.","Long hours, sometimes unreasonable expectations of deadlines, in reality promotions are broadly time-in-role-based not entirely performance-based, broadly underpaid.",1,3
PwC,2021-01-14, Associate,"Current Employee, more than 1 year","New York, NY",4,2.0,3.0,5.0,4.0,2.0,3.0,1,1,1,"Great company overall, a lot of learning opportunities but salary is low","Great exposure to big clients, culture is great and a lot of learning opportunities","salary is low, deal teams tend to be intense given the tight deadlines",1,1
PwC,2021-01-14, Associate,"Former Employee, more than 3 years",Frankfurt am Main,3,2.0,3.0,3.0,4.0,2.0,2.0,1,1,1,Low Salary,"Peers, dynamic, a lot of younger people - great training modules,","work life balance, low salary, dependant on staffing",0,3
PwC,2021-01-14, Associate II,"Current Employee, more than 1 year",Monrovia,4,3.0,3.0,3.0,3.0,3.0,3.0,1,2,1,Top four audit firm,Top four audit firm globally,It is work related and depends on staffer at time,1,1
PwC,2021-01-14, Consulting Analyst,"Current Employee, less than 1 year","Columbia, SC",3,5.0,4.0,5.0,3.0,2.0,4.0,1,1,1,Foot in the Door,It is a Big Four Consulting Firm and they don't require a prior internship.,Low entry salary for a position requiring a bachelor's degree.,1,1
